MapFile	StringId	Text
7d26.STR	31	어둠의 신전에 들어갑니다.
7d26.STR	32	번식 구역에 들어갑니다.
7d27.STR	2	하이브에서 나갑니다.
7d29.STR	21	문이 막혀 있습니다.
7d30.STR	2	램번트 성에서 나갑니다.
7d32.STR	2	나반 성에서 나갑니다.
7d34.STR	2	레드 드워프 광산에서 나갑니다.
7d34.STR	13	낙석!
7d36.STR	13	낙석!
7d37.STR	2	유령 저택에서 나갑니다.
7d37.STR	13	낙석!
7out01.str	46	에메랄드 섬에 오신 것을 환영합니다
7out02.STR	31	화이트 클리프 동굴에 들어갑니다.
7out02.STR	43	북쪽: 툴라리안 숲
7out02.STR	44	서쪽: 에라시아
7out02.STR	45	남쪽: 고분 지대
7out02.STR	61	사과를 얻었습니다.
7out02.STR	72	좋은 생각이 아니었던 것 같습니다.
7out02.STR	73	그러지 않는 편이 좋겠습니다.
7out03.STR	30	에라시아 하수도에 들어갑니다.
7out03.STR	33	들어가기
7out03.STR	42	동쪽: 하몬데일
7out03.STR	43	북쪽: 데이자 황무지
7out03.STR	44	서쪽: 타탈리아
7out03.STR	45	남쪽: 브라카다 사막
7out03.STR	61	사과를 얻었습니다.
7out03.STR	73	질병이 치료되었습니다.
7out04.STR	30	나반 성에 들어갑니다.
7out04.STR	31	툴라리안 동굴에 들어갑니다.
7out04.STR	32	클랭커의 연구소에 들어갑니다.
7out04.STR	61	사과를 얻었습니다.
7out04.STR	76	물, 불, 공기 저항이 영구적으로 10 증가합니다.
7out05.STR	20	매복!
7out05.STR	25	구덩이의 회관
7out05.STR	30	구덩이의 회관에 들어갑니다.
7out05.STR	31	제6 감시탑에 들어갑니다.
7out05.STR	73	기분이 아주 좋습니다!
7out05.STR	75	이제 충분하지 않습니까?
7out05.STR	76	그게 정말 좋은 생각일까요?
7out05.STR	77	정신, 대지, 육체 저항이 영구적으로 10 증가합니다.
7out06.STR	30	마법 학교에 들어갑니다.
7out06.STR	31	레드 드워프 광산에 들어갑니다.
7out06.STR	33	중앙 광장으로
7out06.STR	65	소원을 빕니다.
7out06.STR	70	갑자기 몸이 좋지 않습니다.
7out06.STR	71	소원을 빕니다.
7out06.STR	73	음... 하지 않기로 합니다.
7out13.STR	26	용병 길드
7out13.STR	30	와인 저장고에 들어갑니다.
7out13.STR	31	용병 길드에 들어갑니다.
7out13.STR	32	타이드워터 동굴에 들어갑니다.
7out13.STR	33	마컴 경의 저택에 들어갑니다.
7out13.STR	42	동쪽: 스테드윅
7out13.STR	70	몸이 좋지 않습니다.
7out13.STR	74	다시 시도하는 것은 좋지 않겠다고 판단합니다.
7out15.STR	25	링컨
7out15.STR	30	링컨에 들어갑니다.
BrAlvar.str	1	동료들이 사라졌습니다!
BrAlvar.str	2	누군가 외칩니다. "니콜라이 왕자님이 납치되셨다!"
BrAlvar.str	3	문은 꼼짝도 하지 않습니다!
BrAlvar.str	4	버튼은 꼼짝도 하지 않습니다.
BrBase.str	1	균열 지하실에서 나갑니다.
BrBase.str	2	%s층으로 올라갑니다.
BrBase.str	3	%s층으로 내려갑니다.
BrBase.str	4	함정을 해제했습니다!
Breach.STR	1	빈 홈에 텔레로케이터를 끼우자 균열이 변해 그 너머의 풍경이 보이지 않습니다. 들어가시겠습니까? (예/아니요)
Breach.STR	3	막대는 꼼짝도 하지 않습니다.
Breach.STR	4	텔레로케이터를 홈에 끼웁니다.
Breach.STR	5	이 받침대의 홈은 비어 있습니다.
CD1.STR	9	나무에 글이 새겨져 있습니다. 첫째는 넷째의 절반에 하나를 더한 것. 서두르지 않으면 끝장이다!
CD1.STR	10	나무에 글이 새겨져 있습니다. 둘째는 셋째의 옆자리, 새처럼 아름답구나!
CD1.STR	11	나무에 글이 새겨져 있습니다. 셋째는 스물여섯 중 첫 번째. A부터 Z까지 잘 섞어 보아라!
CD1.STR	12	나무에 글이 새겨져 있습니다. 다섯째는 둘째의 두 배. 모두 다섯 글자일 것이다!
CD1.STR	13	나무에 글이 새겨져 있습니다. 넷째는 끝에서 여덟 번째. 아치볼드는 정말 네 친구다!
CD1.STR	14	암호는 무엇입니까?
CD1.STR	17	틀렸습니다!
CD1.STR	18	좋아!
CD1.STR	19	누가 알려 준 거지! 좋아, 지나가도 된다!
CD1.STR	21	제한 구역 - 출입 금지.
CD2.STR	6	벽에서 쉭쉭거리는 소리가 납니다.
CD2.STR	7	진홍빛 불씨가 길을 인도할 것입니다.
CD2.STR	9	길이 열렸습니다.
CD2.STR	10	죽은 자들의 불길은 영원히 타오르리라.
CD2.STR	12	책이 파괴되었습니다.
CD2.STR	13	리치의 책이 파괴되었습니다.
CD2.STR	16	길이 막혀 있습니다.
CD2.STR	19	영리하군요! 스킬 포인트 +20
CD2.STR	20	죽은 자에게서 훔치시겠습니까?
CD2.STR	21	훔치겠습니까? (예/아니요)
CD3.STR	9	크리그스파이어의 수호자가 선언합니다. "금화 50,000을 내면 비밀을 알려 주겠다!"
CD3.STR	10	수락하시겠습니까? (예/아니요)
CD3.STR	13	꺼져라!
CD3.STR	15	크리그스파이어의 관리인이 선언합니다. "금화 10,000을 내면 치료해 주겠다."
d01.STR	2	에라시아 하수도에서 나갑니다.
d02.STR	2	미궁에서 나갑니다.
d03.STR	2	글로밍 성에서 나갑니다.
d04.STR	2	바의 신전에서 나갑니다.
D05.STR	1	버려진 신전에서 나갑니다.
D05.STR	30	버튼이 움직이지 않습니다.
D06.STR	1	레그나 해적 전초기지에서 나갑니다.
D06.STR	14	열쇠가 없습니다.
D07.STR	1	밀수꾼의 만에서 나갑니다.
D08.STR	1	다이어 울프 소굴에서 나갑니다.
D08.STR	40	다이어 울프를 모두 처치했습니다.
D09.STR	1	알바르 상인회관에서 나갑니다.
D11.STR	1	말벌 둥지에서 나갑니다.
D12.STR	1	오우거 요새에서 나갑니다.
D12.STR	30	오우거를 모두 처치했습니다.
D13.STR	1	트롤 무덤에서 나갑니다.
D13.STR	20	바일바이트는 이제 안식을 얻었습니다!
D14.STR	1	사이클롭스 식량창고에서 나갑니다.
D15.STR	1	불의 사슬에서 나갑니다.
D16.STR	1	드래곤 사냥꾼 야영지에서 나갑니다.
D16.STR	30	드래곤 사냥꾼을 모두 처치했습니다.
D17.STR	1	드래곤 동굴에서 나갑니다.
D17.STR	16	동굴은 비어 있습니다.
D17.STR	30	드래곤을 모두 처치했습니다.
D18.STR	1	나가 보물고에서 나갑니다.
D19.STR	1	강령술사 길드에서 나갑니다.
D19.STR	6	문 들보
D19.STR	7	레버가 움직이지 않습니다.
D19.STR	8	들보가 움직이지 않습니다.
D19.STR	10	문이 움직이지 않습니다.
D20.STR	1	미친 강령술사의 연구소에서 나갑니다.
D20.STR	12	상쾌합니다!
D21.STR	1	뱀파이어 납골당에서 나갑니다.
D22.STR	1	태양의 신전에서 나갑니다.
D23.STR	1	드루이드 서클에서 나갑니다.
D24.STR	1	발타자르 소굴에서 나갑니다.
D24.STR	30	상처가 아물기 시작합니다.
D25.STR	1	야만인 요새에서 나갑니다.
D26.STR	1	코르부의 납골당에서 나갑니다.
D27.STR	1	공기의 성에서 나갑니다.
D28.STR	1	브린 경의 무덤에서 나갑니다.
D29.STR	1	불의 성에서 나갑니다.
D30.STR	1	전쟁 야영지에서 나갑니다.
D31.STR	1	해적 거점에서 나갑니다.
D32.STR	1	버려진 해적 성채에서 나갑니다.
D32.STR	7	배가 가라앉기 시작합니다.
D33.STR	1	레그나 지하 통로에서 나갑니다.
D34.STR	1	소형 잠수함 격납고에서 나갑니다.
d35.STR	1	에스카톤의 궁전에서 나갑니다.
D36.STR	1	공기의 군주의 감옥에서 나갑니다.
D37.STR	1	불의 군주의 감옥에서 나갑니다.
D38.STR	1	물의 군주의 감옥에서 나갑니다.
D39.STR	1	대지의 군주의 감옥에서 나갑니다.
D40.STR	1	떠오른 도서관에서 나갑니다.
D41.STR	1	다크 드워프 거주지에서 나갑니다.
d42.str	10	투기장 관리자와 대화합니다.
d43.str	1	고대 트롤의 거처에서 나갑니다.
d43.str	30	고대 트롤의 거처에 있는 바실리스크를 모두 처치했습니다.
d44.str	1	이프 대사원에서 나갑니다.
d45.str	1	이프 예배당에서 나갑니다.
d46.str	1	이프 교회에서 나갑니다.
D47.STR	1	늙은 로브의 동굴에서 나갑니다.
D48.STR	1	일싱고어의 동굴에서 나갑니다.
D49.STR	1	야드드레이크의 동굴에서 나갑니다.
d50.STR	1	뉴 월드 컴퓨팅에서 나갑니다.
ElemA.STR	1	공기의 차원에서 나갑니다.
ElemA.STR	2	공기의 차원에서 나가는 차원문.
ElemA.STR	50	공기의 성에 들어갑니다.
ElemE.STR	1	대지의 차원에서 나갑니다.
ElemE.STR	2	대지의 차원에서 나가는 차원문.
ElemF.STR	1	불의 차원에서 나갑니다.
ElemF.STR	2	불의 차원에서 나가는 차원문.
ElemF.STR	50	불의 성에 들어갑니다.
ElemF.STR	51	전쟁 야영지에 들어갑니다.
ElemW.STR	1	물의 차원에서 나갑니다.
ElemW.STR	2	물의 차원에서 나가는 차원문.
HIVE.STR	4	경고! 배출 시스템이 작동했습니다!
HIVE.STR	5	배출 절차가 진행 중입니다.
HIVE.STR	6	배출 시스템이 작동했습니다.
HIVE.STR	7	배출 절차가 완료되었습니다.
HIVE.STR	8	배출 시스템이 비활성화되었습니다.
HIVE.STR	12	하이브
HIVE.STR	13	독 분사!
HIVE.STR	15	보호됨
MDT10.STR	2	탑에서 나갑니다.
MDT11.STR	2	숨겨진 무덤에서 나갑니다.
ORACLE.STR	4	작동에 필요한 메모리가 부족합니다.
ORACLE.STR	7	전원 켜짐. 상태: 모든 시스템 정상.
ORACLE.STR	8	전원 꺼짐. 상태: 모든 시스템 정지.
ORACLE.STR	9	멜리안을 활성화하려면 메모리 모듈을 삽입하십시오.
ORACLE.STR	10	메모리 모듈이 복구되었습니다.
ORACLE.STR	11	경험치 +100,000
ORACLE.STR	12	대기 중...
OUT01.STR	13	대포 발사
OUT01.STR	14	이 순간이동 장치를 작동하려면 파워 스톤이 필요합니다.
OUT01.STR	21	사과를 얻었습니다.
OUT01.STR	23	열매를 조금 얻었습니다.
OUT01.STR	41	야자나무
OUT01.STR	48	대지의 차원으로 가는 차원문.
OUT01.STR	50	버려진 신전에 들어갑니다.
OUT01.STR	51	레그나 해적 전초기지에 들어갑니다.
OUT01.STR	52	떠오른 도서관에 들어갑니다.
OUT01.STR	53	대지의 차원에 들어갑니다.
OUT01.STR	62	상처가 아물기 시작합니다.
OUT02.STR	13	시간의 보물고
OUT02.STR	21	사과를 얻었습니다.
OUT02.STR	23	열매를 조금 얻었습니다.
OUT02.STR	44	이프 예배당에 들어갑니다.
OUT02.STR	49	브린 경의 무덤
OUT02.STR	50	밀수꾼의 만에 들어갑니다.
OUT02.STR	51	다이어 울프 소굴에 들어갑니다.
OUT02.STR	52	알바르 상인회관에 들어갑니다.
OUT02.STR	54	브린 경의 무덤에 들어갑니다.
OUT02.STR	70	다이어 울프를 모두 처치했습니다.
OUT02.STR	71	침략자들을 물리쳤습니다!
OUT03.STR	21	사과를 얻었습니다.
OUT03.STR	23	열매를 조금 얻었습니다.
OUT03.STR	40	소나무
OUT03.STR	50	말벌 둥지에 들어갑니다.
OUT03.STR	51	오우거 요새에 들어갑니다.
OUT03.STR	52	다크 드워프 거주지에 들어갑니다.
OUT03.STR	62	정신이 맑아지며 마나를 일부 회복합니다.
OUT03.STR	70	오우거를 모두 처치했습니다.
OUT04.STR	21	사과를 얻었습니다.
OUT04.STR	23	열매를 조금 얻었습니다.
OUT04.STR	49	불의 차원으로 가는 차원문.
OUT04.STR	50	트롤 무덤에 들어갑니다.
OUT04.STR	51	사이클롭스 식량창고에 들어갑니다.
OUT04.STR	52	불의 사슬에 들어갑니다.
OUT04.STR	54	불의 차원에 들어갑니다.
OUT05.STR	21	사과를 얻었습니다.
OUT05.STR	23	열매를 조금 얻었습니다.
OUT05.STR	46	드래곤 동굴
OUT05.STR	50	드래곤 사냥꾼 야영지에 들어갑니다.
OUT05.STR	51	드래곤 동굴에 들어갑니다.
OUT05.STR	52	나가 보물고에 들어갑니다.
OUT05.STR	53	이프 대사원에 들어갑니다.
OUT05.STR	70	드래곤을 모두 처치했습니다.
OUT05.STR	71	드래곤 사냥꾼을 모두 처치했습니다.
OUT06.STR	21	사과를 얻었습니다.
OUT06.STR	23	열매를 조금 얻었습니다.
OUT06.STR	50	강령술사 길드에 들어갑니다.
OUT06.STR	51	미친 강령술사의 연구소에 들어갑니다.
OUT06.STR	53	뱀파이어 납골당에 들어갑니다.
OUT06.STR	61	정신이 맑아지며 마나를 일부 회복합니다.
OUT07.STR	21	사과를 얻었습니다.
OUT07.STR	23	열매를 조금 얻었습니다.
OUT07.STR	45	태양의 신전
OUT07.STR	46	드루이드 서클
OUT07.STR	48	공기의 차원으로 가는 차원문.
OUT07.STR	50	태양의 신전에 들어갑니다.
OUT07.STR	51	드루이드 서클에 들어갑니다.
OUT07.STR	52	고대 트롤의 거처에 들어갑니다.
OUT07.STR	53	공기의 차원에 들어갑니다.
OUT08.STR	21	사과를 얻었습니다.
OUT08.STR	23	열매를 조금 얻었습니다.
OUT08.STR	47	코르부의 납골당
OUT08.STR	49	물의 차원으로 가는 차원문.
OUT08.STR	50	발타자르 소굴에 들어갑니다.
OUT08.STR	51	야만인 요새에 들어갑니다.
OUT08.STR	52	코르부의 납골당에 들어갑니다.
OUT08.STR	53	이프 교회에 들어갑니다.
OUT08.STR	54	물의 차원에 들어갑니다.
out09.STR	4	우물 안으로 뛰어듭니다.
out09.STR	8	해적선 리벤지
out09.STR	25	달의 대사원
out09.STR	30	달의 대사원에 들어갑니다.
out10.STR	26	미궁
out10.STR	30	썬더피스트 산에 들어갑니다.
out10.STR	31	미궁에 들어갑니다.
out10.STR	71	스킬 포인트 +2
out10.STR	76	인격과 지력이 영구적으로 10 증가합니다.
out11.STR	30	스톤 시티에 들어갑니다.
out11.STR	31	드워프 고분에 들어갑니다.
out11.STR	32	저택에 들어갑니다.
out11.STR	61	사과를 얻었습니다.
out11.STR	71	마비가 해제되었습니다.
out12.STR	30	조드 식민지에 들어갑니다.
out12.STR	65	소원을 빕니다.
Out13.STR	11	낮게 울리는 소리가 들립니다.
Out13.STR	13	대포를 발사합니다!
Out13.STR	18	맞는 종류의 탄약이 보이지 않습니다.
Out13.STR	21	사과를 얻었습니다.
Out13.STR	23	열매를 조금 얻었습니다.
Out13.STR	44	탑에 들어갑니다.
Out13.STR	50	해적 거점에 들어갑니다.
Out13.STR	51	버려진 해적 성채에 들어갑니다.
Out13.STR	52	터널에 들어갑니다.
Out13.STR	53	소형 잠수함 격납고에 들어갑니다.
out14.STR	27	언덕 아래의 회관
out14.STR	30	타이탄 요새에 들어갑니다.
out14.STR	31	바의 신전에 들어갑니다.
out14.STR	32	언덕 아래의 회관에 들어갑니다.
out14.STR	42	동쪽: 툴라리안 숲
out14.STR	61	사과를 얻었습니다.
OUTA1.STR	9	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: Itotecthothesaip
OUTA2.STR	6	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: nhrh_aherheatvdi
OUTA3.STR	2	젊음을 되찾았습니다!
OUTA3.STR	6	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: _etecpe__ersoede
OUTB1.STR	3	이상한 기분이 듭니다.
OUTB1.STR	4	경험치 +5,000, 금화 -5,000.
OUTB1.STR	5	레벨이 일시적으로 30 증가합니다. 조심하십시오!
OUTB1.STR	12	당신은 바의 추종자가 아니다. 물러가라!
OUTB1.STR	16	냉기 저항이 영구적으로 10 증가합니다.
OUTB1.STR	17	냉기 저항이 영구적으로 3 증가합니다.
OUTB1.STR	19	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: t_haat_lt__en_lc
OUTB1.STR	23	화염 저항이 영구적으로 10 증가합니다.
OUTB1.STR	24	화염 저항이 영구적으로 3 증가합니다.
OUTB2.STR	9	아무도 없습니다. 서커스단은 떠났습니다.
OUTB2.STR	16	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: hd_scawehSfdewee
OUTB2.STR	20	마법 저항이 영구적으로 10 증가합니다.
OUTB2.STR	21	마법 저항이 영구적으로 3 증가합니다.
OUTB3.STR	7	모든 능력치가 영구적으로 20 증가합니다.
OUTB3.STR	14	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: erbthieaeuu,_o'd
OUTB3.STR	16	신들의 성소
OUTC1.STR	16	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: _ay,enis_nn_ans.
OUTC2.STR	8	딸꾹...
OUTC2.STR	15	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: lg____gtS_cln;__
OUTC2.STR	29	석공과 목수가 신전 재건을 시작합니다.
OUTC2.STR	30	성배를 신전의 수도사들에게 건네자, 그들이 중앙 제단에 안치합니다.
OUTC3.STR	4	체력이 영구적으로 2 증가합니다.
OUTC3.STR	6	아무도 없습니다. 서커스단은 떠났습니다.
OUTC3.STR	7	저주받은 자들의 수렁
OUTC3.STR	13	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: aoflo'h.hbtid_p_
OUTD1.STR	3	검은 꼼짝도 하지 않습니다!
OUTD1.STR	8	와!
OUTD1.STR	17	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: nnaifnt_ieif_tu_
OUTD2.STR	8	마법의 분수에서 마십니다.
OUTD2.STR	12	아무도 없습니다. 서커스단은 떠났습니다.
OUTD2.STR	19	오벨리스크 표면은 피처럼 따뜻합니다. 손을 떼자 글자가 떠오릅니다: d_re_e_Hpfotyhz_
OUTD3.STR	2	위험을 감수하고 출입하십시오.
OUTD3.STR	3	접근 금지!
OUTD3.STR	7	체력을 모두 회복했습니다.
OUTD3.STR	9	왕자님이 납치되었습니다! 사태가 해결될 때까지 방문객의 출입을 금합니다!
